FIPS,CITY,viol2019,prop2019,violChan,propChan
622230,El Monte,5.828979,7.742414,.1878753,.1791835
622412,El Segundo,5.653913,8.5384607,-.0601983,.1883602
622678,Encinitas,4.9956779,7.1291938,-.046753399,-.00093460002
622804,Escondido,5.787828,7.3790622,.0554705,-.1100049
624092,Fillmore,4.9510531,6.6684561,-.35673949,-.075089902
624680,Fontana,5.701478,7.306036,-.011991,-.0105062
625380,Fountain Valley,4.413269,8.147541,-.1016779,.26449779
628000,Fullerton,5.1036258,7.9818382,-.1406364,.1207595
628168,Gardena,6.4904051,7.6836309,.24808501,.0046438999
629000,Garden Grove,5.8272691,7.950119,.26520491,.2033634
630000,Glendale,4.6714888,7.3142791,.1947622,-.0122643
630014,Glendora,5.755743,8.0895252,.51526833,.1206989
630658,Grand Terrace,5.6180501,7.6929569,.1142082,.089348301
632506,Hawaiian Gardens,6.556006,7.7982578,.2775068,.34340239
632548,Hawthorne,6.4168139,7.4814939,-.071351103,-.083959602
633182,Hemet,6.1878891,8.0335083,.0266867,-.076694503
633364,Hermosa Beach,4.8130479,7.822042,-.1127477,.031436399
633434,Hesperia,6.1341872,7.6002231,.1615357,-.064342998
633588,Highland,5.7326589,7.5292182,-.159481,-.0987501
636000,Huntington Beach,5.159142,7.5629621,.016983001,-.019703399
636056,Huntington Park,6.5326209,8.0313396,.0334525,.0065144999
636294,Imperial Beach,5.7044611,7.0683622,.0816283,-.084529899
636434,Indian Wells,2.026376,7.893548,-.93329221,.1038923
636448,Indio,6.2858171,7.7805271,.088471398,-.025519799
636546,Inglewood,6.3584008,7.815917,.0096501997,.0002298
636770,Irvine,3.8351519,7.1670189,.081910402,.019258
639003,La Canada Flintridge,3.990726,7.379498,-.0134492,-.0080861999
639178,Laguna Beach,6.2270179,7.7145948,.32070881,.1595702
639220,Laguna Hills,5.0548768,7.1819282,-.019429199,.0286851
639248,Laguna Niguel,4.663435,6.9052229,-.1178117,.039334301
639259,Laguna Woods,,,,
639290,La Habra,5.2993851,7.664701,.1643324,.14659309
639304,La Habra Heights,6.198297,7.7755508,1.6620899,.66907883
639486,Lake Elsinore,5.5914822,8.0391016,.1392298,.1001334
639496,Lake Forest,5.2577629,6.7907391,.1161919,-.0039873002
639892,Lakewood,6.0163898,7.9625611,.29419991,.2307386
640004,La Mesa,5.3225441,7.265583,-.1754775,-.1940718
640032,La Mirada,5.2420058,7.6578832,.1074734,.22728489
640130,Lancaster,6.7345638,7.7178078,.206049,-.051582299
640256,La Palma,5.636951,7.9206209,.78485632,.26048851
640340,La Puente,5.9068642,7.1578951,.013907,.033895001
640354,La Quinta,4.4016652,7.8345718,-.1931643,-.087881602
640830,La Verne,5.9384398,7.589994,.58047062,-.138937
640886,Lawndale,6.0090942,7.074954,.1221886,.1167974
641124,Lemon Grove,6.4608521,7.5729342,.1591291,.1279387
642370,Loma Linda,4.870502,7.7614999,-.0472598,-.062986903
642468,Lomita,5.453558,7.3631029,-.2159023,.047773398
643000,Long Beach,6.6455469,7.8568568,.1647196,.018830299
643224,Los Alamitos,3.7140009,7.2164502,-.4000535,.0141807
644000,Los Angeles,6.814816,7.9457312,.28414541,.1161046
644574,Lynwood,6.4444842,7.7530012,.1032419,.14343309
645246,Malibu,5.8208332,8.1185474,.4369373,.1309462
645400,Manhattan Beach,5.1661339,7.790596,.2463894,.031419799
646492,Maywood,5.8991752,7.2921801,.26487061,.29391909
648256,Mission Viejo,5.0226169,6.9428492,.29513121,.062670201
648648,Monrovia,5.2058249,7.9460502,.131216,.1370149
648788,Montclair,6.254107,8.3306208,.0187483,-.00085349998
648816,Montebello,6.0904398,7.9834991,.29243609,.1214075
648914,Monterey Park,5.4376221,8.178339,.1533699,.31541729
649138,Moorpark,4.4424291,6.6256609,.1791687,.0687318
649270,Moreno Valley,6.1205511,7.968348,.24222089,-.020128701
650076,Murrieta,4.1769361,7.123457,-.031575199,.0070847999
650398,National City,6.1308222,7.3286862,-.0021901,-.2158999
650734,Needles,7.3677878,8.3492098,.4067969,.050942399
651182,Newport Beach,4.661624,7.870966,-.027828701,.086179301
651560,Norco,5.6996961,7.9192519,.29773331,.084235698
652526,Norwalk,6.221458,7.5158401,.224288,.00049499999
653322,Oceanside,5.8331108,7.679853,.0068254001,.0008025
653476,Ojai,3.013608,6.187017,-1.188326,-.6110239
653896,Ontario,5.9299302,7.790422,.1657701,-.066255599
653980,Orange,4.763093,7.3513622,.1007476,-.120059
654652,Oxnard,5.8378119,7.6410131,-.01476,-.1373639
655156,Palmdale,5.6818719,7.2460389,-.1687412,-.096636802
655184,Palm Desert,4.7013268,8.1683893,-.37184381,-.051504102
655254,Palm Springs,6.1278782,8.1461611,-.071260497,-.2138758
655380,Palos Verdes Estates,4.8117819,6.630271,1.1774679,-.0135422
655618,Paramount,6.5524139,7.9503822,.2166495,.089247704
656000,Pasadena,6.0815878,7.5113058,.2249179,-.1104565
656700,Perris,5.6264949,7.8340392,.057241399,.000025699999
656924,Pico Rivera,5.7505279,7.562006,-.093968399,.053618401
657526,Placentia,5.4187498,7.577261,.065808803,.1221385
658072,Pomona,6.3076859,8.0410938,.048415199,.0145922
658296,Port Hueneme,4.9958138,7.62114,-.5465126,.082624003
658520,Poway,4.5779562,7.052495,-.1065593,.1328073
659451,Rancho Cucamonga,4.923038,7.8207412,.021960299,.14626171
659500,Rancho Mirage,4.9388938,8.12568,.0637751,-.1264267
659514,Rancho Palos Verdes,4.3239651,6.7447681,.1931548,-.076416001
659587,Rancho Santa Margarita,4.8679461,6.756238,.38040879,.2839236
659962,Redlands,5.7823682,8.0743275,.1513157,-.075544402
660018,Redondo Beach,5.4698749,7.708745,.024347801,.0426226
660466,Rialto,6.2924109,7.7511721,.1206045,-.2272429
662000,Riverside,6.2784481,8.0427618,.136373,.0067643998
662644,Rolling Hills Estates,4.1491289,7.398303,.0282497,.22032981
662896,Rosemead,5.9121308,7.847487,.1011057,.093121998
665000,San Bernardino,7.314198,8.2410135,.1722198,-.086501099
665042,Ventura,6.1688962,8.0154562,.30415389,-.033417702
665084,San Clemente,5.2916088,7.3327279,.20844699,.1066232
666000,San Diego,5.749311,7.5211959,-.0558662,-.033418201
666070,San Dimas,5.2720461,7.79252,-.032326199,.105371
666140,San Fernando,6.3010921,7.0863361,.3119154,-.049012698
667042,San Gabriel,5.9947381,7.5549388,.2468643,.1157203
667112,San Jacinto,5.6682572,7.891685,.072514102,-.1123505
668028,San Juan Capistrano,5.6233931,6.9929681,.2875872,.1176577
668196,San Marcos,5.2244811,6.810955,-.0150766,-.1677313
668224,San Marino,4.9943652,7.4652381,.66545582,.138319
669000,Santa Ana,6.135468,7.663599,.1419611,.1107478
669088,Santa Clarita,4.7533569,7.1432781,.000074900003,.1166983
669154,Santa Fe Springs,6.5446668,8.5349398,.24620821,-.065457299
670000,Santa Monica,7.147697,8.7757244,.46777061,.2373428
670042,Santa Paula,5.7127352,7.2656221,.054444801,-.0507989
670224,Santee,5.313158,7.358994,.21135379,.040262699
670686,Seal Beach,5.2763581,7.965744,.45468241,.1543517
671806,Sierra Madre,4.0567322,6.8765349,-.1071353,.1192083
671876,Signal Hill,6.748239,8.932663,.27132419,.2511597
672016,Simi Valley,5.0737758,7.1512451,.1830316,.083952896
672506,Solana Beach,4.623487,7.396553,-.42815921,.0673161
672996,South El Monte,6.2909598,7.9923372,-.045217499,.0053844
673080,South Gate,6.6444921,7.919641,.2006593,.1058145
673220,South Pasadena,4.478457,7.6610789,-.2813454,.052913699
673962,Stanton,5.8384409,7.3356638,.0555906,-.0429006
678120,Temecula,4.9547062,7.7375822,.1928024,-.015963599
678148,Temple City,5.1421518,7.4018259,.084423497,.2357779
678582,Thousand Oaks,4.5251842,7.1005859,.204567,.0570269
680000,Torrance,5.435864,7.6690731,.3678565,.1518264
680854,Tustin,4.8894048,7.9547682,.001286,.2107787
680994,Twentynine Palms,5.3368492,6.9763498,-.16009469,.029318299
681344,Upland,6.0501189,7.8507819,.1678104,-.041360401
682590,Victorville,6.5760932,7.563077,.16951419,-.1352291
682744,Villa Park,.76877153,6.786653,.76877153,-.086973697
682996,Vista,5.695292,7.1395941,.021808101,-.1452603
683332,Walnut,4.1013408,7.7668538,.0016479,.3936052
684200,West Covina,5.6424651,7.7211108,.1263499,-.033387199
684410,West Hollywood,6.485126,8.78372,-.0622449,.1524334
684438,Westlake Village,6.1400828,7.9073081,1.178213,.138629
684550,Westminster,5.8785181,8.0145998,.22898149,.1320128
685292,Whittier,5.6512079,7.9327211,.16133361,.086187802
686832,Yorba Linda,4.0546112,7.0991259,.025029199,.0247254
687042,Yucaipa,5.0962648,7.3089299,-.0145884,-.0196342
687056,Yucca Valley,5.6396041,7.126111,-.2259531,-.2223907
